feature,short_name,bc_pd,bc_ctrl,delta_bc
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,Actinomyces sp HMSC035G02,0.0051695991293306725,0.011608924360602213,-0.00643932523127154
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,Dialister invisus,0.0042626519136586246,0.009250861599854889,-0.004988209686196264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii,Blautia hansenii,0.017504081262470522,0.01251587157627426,0.004988209686196262
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,Clostridium clostridioforme,0.0031743152548521676,0.00607654634500272,-0.0029022310901505527
